Item_ID,Client_ID,Company_Name,Billing_Email,Address,Description,Quantity,Rate,Status
LINE-10186,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Cloud Infrastructure Architecture Review,42,200,Unbilled
LINE-10187,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",DevOps CI/CD Automation Architecture Engineering,10,215,Unbilled
LINE-10188,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Legacy Software Refactoring & Debt Remediation,43,130,Unbilled
LINE-10189,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Blockchain Ledger Reconciliation Compliance Consulting,33,300,Unbilled
LINE-10190,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Automated ETL Pipeline Monitoring Setup,54,170,Unbilled
LINE-10191,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Custom RESTful API Gateway Integration,22,155,Unbilled
LINE-10192,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Predictive ML Model Compliance Validation,29,285,Unbilled
LINE-10193,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Big Data Warehouse Schema Warehousing,42,235,Unbilled
LINE-10194,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Blockchain Ledger Reconciliation Compliance Consulting,4,290,Unbilled
LINE-10195,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Big Data Warehouse Schema Warehousing,59,200,Unbilled
LINE-10196,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Predictive ML Model Compliance Validation,19,260,Unbilled
LINE-10197,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Custom RESTful API Gateway Integration,28,140,Unbilled
LINE-10198,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Automated ETL Pipeline Monitoring Setup,3,175,Unbilled
LINE-10199,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Database Optimization & Performance Tuning,28,225,Unbilled
LINE-10200,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Blockchain Ledger Reconciliation Compliance Consulting,39,315,Unbilled
LINE-10201,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Blockchain Ledger Reconciliation Compliance Consulting,23,300,Unbilled
LINE-10202,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Cloud Infrastructure Architecture Review,3,200,Unbilled
LINE-10203,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Custom RESTful API Gateway Integration,29,155,Unbilled
LINE-10204,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",IT Infrastructure Disaster Recovery Simulation,56,230,Unbilled
LINE-10205,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",UI/UX Design Framework Component Library,10,135,Unbilled
LINE-10206,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Blockchain Ledger Reconciliation Compliance Consulting,38,325,Billed
LINE-10207,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Big Data Warehouse Schema Warehousing,6,200,Unbilled
LINE-10208,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",DevOps CI/CD Automation Architecture Engineering,10,205,Unbilled
LINE-10209,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Cloud Infrastructure Architecture Review,13,160,Unbilled
LINE-10210,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Automated ETL Pipeline Monitoring Setup,18,210,Unbilled
LINE-10211,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Predictive ML Model Compliance Validation,6,250,Unbilled
LINE-10212,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,IT Infrastructure Disaster Recovery Simulation,42,250,Unbilled
LINE-10213,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",UI/UX Design Framework Component Library,36,125,Billed
LINE-10214,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Big Data Warehouse Schema Warehousing,42,210,Unbilled
LINE-10215,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",DevOps CI/CD Automation Architecture Engineering,13,200,Billed
LINE-10216,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Database Optimization & Performance Tuning,17,175,Billed
LINE-10217,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Predictive ML Model Compliance Validation,53,310,Unbilled
LINE-10218,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Legacy Software Refactoring & Debt Remediation,32,130,Billed
LINE-10219,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",DevOps CI/CD Automation Architecture Engineering,40,205,Unbilled
LINE-10220,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Blockchain Ledger Reconciliation Compliance Consulting,22,290,Unbilled
LINE-10221,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Corporate System Administration Workshop,50,70,Unbilled
LINE-10222,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Blockchain Ledger Reconciliation Compliance Consulting,37,315,Billed
LINE-10223,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Big Data Warehouse Schema Warehousing,36,195,Unbilled
LINE-10224,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,UI/UX Design Framework Component Library,21,125,Billed
LINE-10225,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Cloud Infrastructure Architecture Review,32,130,Unbilled
LINE-10226,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Corporate System Administration Workshop,48,140,Unbilled
LINE-10227,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Predictive ML Model Compliance Validation,18,310,Unbilled
LINE-10228,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,Automated ETL Pipeline Monitoring Setup,47,175,Billed
LINE-10229,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Predictive ML Model Compliance Validation,54,240,Unbilled
LINE-10230,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Corporate System Administration Workshop,26,115,Billed
LINE-10231,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",UI/UX Design Framework Component Library,25,100,Unbilled
LINE-10232,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Legacy Software Refactoring & Debt Remediation,33,130,Unbilled
LINE-10233,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Blockchain Ledger Reconciliation Compliance Consulting,41,325,Unbilled
LINE-10234,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Database Optimization & Performance Tuning,47,155,Unbilled
LINE-10235,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",Database Optimization & Performance Tuning,16,185,Unbilled
LINE-10236,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Custom RESTful API Gateway Integration,5,120,Unbilled
LINE-10237,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Cloud Infrastructure Architecture Review,17,175,Unbilled
LINE-10238,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,UI/UX Design Framework Component Library,58,125,Unbilled
LINE-10239,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Predictive ML Model Compliance Validation,6,260,Unbilled
LINE-10240,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Big Data Warehouse Schema Warehousing,51,165,Unbilled
LINE-10241,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Full-Stack Application Load Balancing Deployment,6,250,Unbilled
LINE-10242,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",DevOps CI/CD Automation Architecture Engineering,50,240,Unbilled
LINE-10243,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Cloud Infrastructure Architecture Review,49,140,Billed
LINE-10244,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Database Optimization & Performance Tuning,46,165,Unbilled
LINE-10245,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Big Data Warehouse Schema Warehousing,37,175,Billed
LINE-10246,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",UI/UX Design Framework Component Library,28,135,Unbilled
LINE-10247,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Legacy Software Refactoring & Debt Remediation,16,145,Unbilled
LINE-10248,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Full-Stack Application Load Balancing Deployment,11,210,Unbilled
LINE-10249,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Automated ETL Pipeline Monitoring Setup,58,210,Unbilled
LINE-10250,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Enterprise Cybersecurity Penetration Audit,43,250,Billed
LINE-10251,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Automated ETL Pipeline Monitoring Setup,19,185,Unbilled
LINE-10252,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Big Data Warehouse Schema Warehousing,40,175,Billed
LINE-10253,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Predictive ML Model Compliance Validation,14,270,Unbilled
LINE-10254,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Database Optimization & Performance Tuning,30,155,Unbilled
LINE-10255,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Microservices Network Mesh Configuration,53,265,Unbilled
LINE-10256,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Legacy Software Refactoring & Debt Remediation,16,130,Unbilled
LINE-10257,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Cloud Infrastructure Architecture Review,41,150,Unbilled
LINE-10258,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",IT Infrastructure Disaster Recovery Simulation,59,290,Unbilled
LINE-10259,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Corporate System Administration Workshop,42,80,Unbilled
LINE-10260,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Database Optimization & Performance Tuning,59,175,Unbilled
LINE-10261,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,DevOps CI/CD Automation Architecture Engineering,52,240,Billed
LINE-10262,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Corporate System Administration Workshop,12,80,Unbilled
LINE-10263,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Cloud Infrastructure Architecture Review,34,150,Unbilled
LINE-10264,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Database Optimization & Performance Tuning,8,165,Unbilled
LINE-10265,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",IT Infrastructure Disaster Recovery Simulation,10,230,Unbilled
LINE-10266,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Legacy Software Refactoring & Debt Remediation,29,110,Unbilled
LINE-10267,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Database Optimization & Performance Tuning,32,155,Billed
LINE-10268,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",DevOps CI/CD Automation Architecture Engineering,26,240,Unbilled
LINE-10269,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Corporate System Administration Workshop,29,100,Unbilled
LINE-10270,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Predictive ML Model Compliance Validation,60,285,Billed
LINE-10271,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",DevOps CI/CD Automation Architecture Engineering,8,170,Unbilled
LINE-10272,C-008,Umbrella Corp,redqueen@umbrella.com,Raccoon City Underground Facility,DevOps CI/CD Automation Architecture Engineering,49,190,Billed
LINE-10273,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Corporate System Administration Workshop,22,70,Unbilled
LINE-10274,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Blockchain Ledger Reconciliation Compliance Consulting,40,350,Unbilled
LINE-10275,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Database Optimization & Performance Tuning,46,200,Unbilled
LINE-10276,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Database Optimization & Performance Tuning,49,200,Unbilled
LINE-10277,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Legacy Software Refactoring & Debt Remediation,54,155,Unbilled
LINE-10278,C-015,Avery Sterling Finance,accounts@sterling.com,"550 Park Avenue, New York",DevOps CI/CD Automation Architecture Engineering,6,180,Unbilled
LINE-10279,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Microservices Network Mesh Configuration,9,215,Billed
LINE-10280,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Corporate System Administration Workshop,50,70,Unbilled
LINE-10281,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",DevOps CI/CD Automation Architecture Engineering,47,190,Unbilled
LINE-10282,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Database Optimization & Performance Tuning,17,225,Billed
LINE-10283,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Blockchain Ledger Reconciliation Compliance Consulting,34,325,Unbilled
LINE-10284,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Enterprise Cybersecurity Penetration Audit,50,235,Unbilled
LINE-10285,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Full-Stack Application Load Balancing Deployment,52,250,Unbilled
LINE-10286,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",UI/UX Design Framework Component Library,24,135,Unbilled
LINE-10287,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Custom RESTful API Gateway Integration,45,120,Unbilled
LINE-10288,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Cloud Infrastructure Architecture Review,24,150,Billed
LINE-10289,C-003,Acme Corporation,accounting@acme.com,"123 Industrial Way, Chicago",Custom RESTful API Gateway Integration,7,155,Unbilled
LINE-10290,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Big Data Warehouse Schema Warehousing,26,210,Unbilled
LINE-10291,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Full-Stack Application Load Balancing Deployment,18,190,Unbilled
LINE-10292,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",Microservices Network Mesh Configuration,7,225,Unbilled
LINE-10293,C-006,Cyberdyne Systems,finance@cyberdyne.com,"18111 Von Karman Avenue, Irvine",Predictive ML Model Compliance Validation,18,275,Unbilled
LINE-10294,C-012,Soylent Corp,green@soylent.com,"Unit 4B Industrial District, New York",Big Data Warehouse Schema Warehousing,20,185,Unbilled
LINE-10295,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",Predictive ML Model Compliance Validation,5,270,Unbilled
LINE-10296,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Legacy Software Refactoring & Debt Remediation,52,180,Unbilled
LINE-10297,C-004,Oscorp Industries,billing@oscorp.com,"900 Avenue of the Americas, New York",Cloud Infrastructure Architecture Review,22,150,Unbilled
LINE-10298,C-010,Massive Dynamic,billing@massivedynamic.com,"655 Madison Avenue, New York",Custom RESTful API Gateway Integration,24,190,Billed
LINE-10299,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Big Data Warehouse Schema Warehousing,51,165,Unbilled
LINE-10300,C-009,Hooli Inc,gavin@hooli.xyz,"100 Hooli Way, Mountain View",Microservices Network Mesh Configuration,39,195,Unbilled
LINE-10301,C-013,Virtucon Industries,numbertwo@virtucon.com,"Dr. Evil Volcano Lair, Pacific Ocean",IT Infrastructure Disaster Recovery Simulation,42,255,Unbilled
LINE-10302,C-014,Reynholm Industries,douglas@reynholm.co.uk,"100 Reynholm Towers, London",Custom RESTful API Gateway Integration,22,140,Unbilled
LINE-10303,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",DevOps CI/CD Automation Architecture Engineering,21,200,Unbilled
LINE-10304,C-011,Gekko & Co,gordon@gekkoco.com,"40 Wall Street, New York",IT Infrastructure Disaster Recovery Simulation,47,230,Unbilled
LINE-10305,C-007,Initech LLC,lumbergh@initech.com,"4120 Freemont Ave, Austin",Big Data Warehouse Schema Warehousing,27,185,Unbilled
LINE-10306,C-005,Tyrell Corporation,payables@tyrell.io,"Top Floor, Tyrell Pyramid, Los Angeles",Enterprise Cybersecurity Penetration Audit,31,205,Billed
LINE-10307,C-002,Stark Industries,pepper@stark.com,"10880 Malibu Point, California",Microservices Network Mesh Configuration,7,230,Unbilled
LINE-10308,C-001,Wayne Enterprises,bruce@wayne.corp,"1007 Mountain Drive, Gotham",Automated ETL Pipeline Monitoring Setup,24,150,Unbilled
